id,package_name,av. rating,total_reviews,total_sentences,# IG,IG,# IS,IS,# PD,PD,# FR,FR,# O,O,App,GUI,Contents,Pricing,Feature/Functionality,Improvement,Update/Version,Resources,Security,Download,Model,Company,Other,#PD_App,PD + App,#PD_GUI,PD + GUI,#PD_Contents,PD + Contents,#PD_Pricing,PD + Pricing,#PD_Feature/Functionality,PD + Feature/Functionality,#PD_Improvement,PD + Improvement,#PD_Update/Version,PD + Update/Version,#PD_Resources,PD + Resources,#PD_Security,PD + Security,#PD_Download,PD + Download,#PD_Model,PD + Model,#PD_Company,PD + Company,#PD_Other,PD + Other,#FR_App,FR + App,#FR_GUI,FR + GUI,#FR_Contents,FR + Contents,#FR_Pricing,FR + Pricing,#FR_Feature/Functionality,FR + Feature/Functionality,#FR_Improvement,FR + Improvement,#FR_Update/Version,FR + Update/Version,#FR_Resources,FR + Resources,#FR_Security,FR + Security,#FR_Download,FR + Download,#FR_Model,FR + Model,#FR_Company,FR + Company,#FR_Other,FR + Other
209,org.servalproject,4.042735043,117,287,23,0.196581197,6,0.051282051,19,0.162393162,13,0.111111111,226,1.931623932,76,16,29,1,151,6,8,8,0,1,33,0,93,7,0.05982906,0,0,4,0.034188034,0,0,18,0.153846154,0,0,0,0,3,0.025641026,0,0,0,0,5,0.042735043,0,0,0,0,4,0.034188034,0,0,3,0.025641026,1,0.008547009,12,0.102564103,1,0.008547009,0,0,0,0,0,0,0,0,1,0.008547009,0,0,1,0.008547009
221,net.bible.android.activity,4.565217391,92,308,35,0.380434783,8,0.086956522,9,0.097826087,15,0.163043478,241,2.619565217,86,26,13,5,122,7,14,0,0,12,16,1,122,1,0.010869565,1,0.010869565,1,0.010869565,0,0,7,0.076086957,0,0,2,0.02173913,0,0,0,0,4,0.043478261,1,0.010869565,0,0,1,0.010869565,2,0.02173913,3,0.032608696,2,0.02173913,0,0,14,0.152173913,0,0,3,0.032608696,0,0,0,0,1,0.010869565,1,0.010869565,0,0,1,0.010869565
222,net.bible.android.activity,4.545454545,44,118,6,0.136363636,3,0.068181818,7,0.159090909,7,0.159090909,95,2.159090909,35,8,5,2,42,1,7,0,0,3,1,0,47,4,0.090909091,0,0,0,0,0,0,5,0.113636364,0,0,1,0.022727273,0,0,0,0,0,0,0,0,0,0,1,0.022727273,2,0.045454545,0,0,1,0.022727273,0,0,7,0.159090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,fr.neamar.kiss,3.98,50,115,8,0.16,2,0.04,5,0.1,14,0.28,86,1.72,25,19,4,0,61,5,0,0,1,1,6,1,38,1,0.02,2,0.04,1,0.02,0,0,5,0.1,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08,5,0.1,0,0,0,0,12,0.24,2,0.04,0,0,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02
255,org.telegram.messenger,4.368926554,1770,2276,96,0.054237288,10,0.005649718,71,0.040112994,60,0.033898305,2039,1.151977401,614,74,41,9,623,92,53,5,10,34,46,10,1174,12,0.006779661,5,0.002824859,0,0,1,0.000564972,54,0.030508475,2,0.001129944,6,0.003389831,0,0,1,0.000564972,2,0.001129944,4,0.002259887,1,0.000564972,6,0.003389831,21,0.011864407,3,0.001694915,1,0.000564972,1,0.000564972,55,0.031073446,8,0.004519774,2,0.001129944,1,0.000564972,1,0.000564972,0,0,3,0.001694915,1,0.000564972,2,0.001129944
258,com.bleyl.recurrence,4.307692308,39,91,6,0.153846154,2,0.051282051,2,0.051282051,11,0.282051282,70,1.794871795,24,14,4,2,53,2,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.051282051,1,0.025641026,0,0,0,0,9,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025641026
276,com.frozendevs.cache.cleaner,4.592592593,54,98,8,0.148148148,1,0.018518519,1,0.018518519,3,0.055555556,85,1.574074074,27,8,3,0,43,2,2,8,0,2,4,1,37,0,0,0,0,0,0,0,0,1,0.018518519,0,0,0,0,1,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018518519,0,0,0,0,3,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,org.dsandler.apps.markers,4.122615804,367,768,48,0.130790191,13,0.035422343,42,0.114441417,34,0.092643052,631,1.719346049,239,141,33,17,318,13,11,0,1,4,25,0,294,14,0.038147139,15,0.040871935,4,0.010899183,2,0.005449591,35,0.095367847,1,0.002724796,2,0.005449591,0,0,0,0,0,0,5,0.013623978,0,0,2,0.005449591,10,0.027247956,9,0.024523161,2,0.005449591,0,0,31,0.084468665,1,0.002724796,1,0.002724796,0,0,0,0,0,0,1,0.002724796,0,0,3,0.008174387
282,org.scid.android,4.171428571,70,154,9,0.128571429,4,0.057142857,9,0.128571429,15,0.214285714,117,1.671428571,38,17,5,3,75,4,4,0,0,5,3,0,50,1,0.014285714,3,0.042857143,2,0.028571429,0,0,9,0.128571429,0,0,0,0,0,0,0,0,1,0.014285714,0,0,0,0,0,0,0,0,5,0.071428571,1,0.014285714,0,0,12,0.171428571,2,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,3,0.042857143
288,net.sourceforge.opencamera,4.490196078,102,204,35,0.343137255,1,0.009803922,11,0.107843137,8,0.078431373,149,1.460784314,75,30,7,12,89,12,7,0,0,2,16,0,49,3,0.029411765,1,0.009803922,1,0.009803922,0,0,8,0.078431373,1,0.009803922,0,0,0,0,0,0,0,0,2,0.019607843,0,0,1,0.009803922,0,0,3,0.029411765,1,0.009803922,0,0,8,0.078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,net.sourceforge.opencamera,4.142473118,372,742,85,0.228494624,15,0.040322581,61,0.163978495,43,0.115591398,538,1.446236559,231,108,21,19,341,21,24,3,0,5,60,1,249,29,0.077956989,20,0.053763441,1,0.002688172,1,0.002688172,58,0.155913978,0,0,1,0.002688172,0,0,0,0,0,0,6,0.016129032,0,0,1,0.002688172,14,0.037634409,11,0.029569892,3,0.008064516,1,0.002688172,38,0.102150538,7,0.018817204,4,0.010752688,0,0,0,0,1,0.002688172,3,0.008064516,0,0,1,0.002688172
290,net.sourceforge.opencamera,4.173290938,1258,2531,236,0.187599364,40,0.031796502,205,0.162957075,110,0.087440382,1940,1.542130366,838,406,61,67,1115,91,51,6,2,11,144,3,794,79,0.062798092,64,0.050874404,5,0.003974563,4,0.00317965,161,0.127980922,4,0.00317965,9,0.007154213,0,0,0,0,2,0.001589825,21,0.016693164,0,0,19,0.015103339,36,0.028616852,39,0.03100159,5,0.003974563,0,0,104,0.082670906,11,0.008744038,1,0.000794913,1,0.000794913,1,0.000794913,0,0,11,0.008744038,0,0,2,0.001589825
292,org.sickstache,3.606060606,33,79,9,0.272727273,0,0,13,0.393939394,6,0.181818182,51,1.545454545,19,12,2,0,53,0,2,0,0,0,2,0,19,2,0.060606061,4,0.121212121,0,0,0,0,12,0.363636364,0,0,1,0.03030303,0,0,0,0,0,0,0,0,0,0,1,0.03030303,1,0.03030303,1,0.03030303,0,0,0,0,6,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,com.watabou.pixeldungeon,4.102493075,361,795,93,0.257617729,12,0.033240997,49,0.135734072,49,0.135734072,592,1.639889197,176,41,39,9,302,13,30,1,0,6,27,1,325,17,0.047091413,2,0.005540166,2,0.005540166,1,0.002770083,35,0.096952909,0,0,3,0.008310249,0,0,0,0,1,0.002770083,1,0.002770083,0,0,8,0.022160665,7,0.019390582,4,0.011080332,3,0.008310249,0,0,47,0.130193906,1,0.002770083,0,0,0,0,0,0,2,0.005540166,0,0,0,0,0,0
300,com.watabou.pixeldungeon,4.260391198,1636,3597,402,0.245721271,40,0.024449878,177,0.108190709,159,0.097188264,2819,1.723105134,782,233,135,66,1253,52,103,8,3,34,125,5,1587,41,0.025061125,13,0.00794621,11,0.006723716,3,0.001833741,105,0.064180929,5,0.003056235,3,0.001833741,1,0.000611247,0,0,2,0.001222494,6,0.003667482,0,0,44,0.026894866,20,0.012224939,21,0.012836186,10,0.006112469,2,0.001222494,139,0.084963325,2,0.001222494,10,0.006112469,0,0,0,0,0,0,4,0.002444988,1,0.000611247,14,0.008557457
302,com.concentricsky.android.khan,3.433333333,60,101,3,0.05,0,0,20,0.333333333,8,0.133333333,70,1.166666667,46,23,6,1,51,2,3,1,1,10,7,0,20,15,0.25,7,0.116666667,2,0.033333333,0,0,14,0.233333333,1,0.016666667,1,0.016666667,1,0.016666667,0,0,7,0.116666667,1,0.016666667,0,0,0,0,4,0.066666667,2,0.033333333,1,0.016666667,0,0,6,0.1,1,0.016666667,0,0,0,0,0,0,0,0,1,0.016666667,0,0,0,0
307,com.alfray.timeriffic,4.273584906,212,579,43,0.202830189,7,0.033018868,36,0.169811321,24,0.113207547,469,2.212264151,190,32,22,3,310,11,35,7,18,2,84,3,151,9,0.04245283,2,0.009433962,4,0.018867925,0,0,30,0.141509434,0,0,3,0.014150943,0,0,0,0,0,0,7,0.033018868,0,0,3,0.014150943,7,0.033018868,2,0.009433962,1,0.004716981,0,0,21,0.099056604,2,0.009433962,2,0.009433962,0,0,1,0.004716981,0,0,5,0.023584906,0,0,1,0.004716981
315,name.boyle.chris.sgtpuzzles,4.79245283,106,239,14,0.132075472,4,0.037735849,4,0.037735849,15,0.141509434,202,1.905660377,64,29,8,5,81,3,3,0,0,2,7,0,103,1,0.009433962,1,0.009433962,1,0.009433962,0,0,2,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009433962,5,0.047169811,1,0.009433962,0,0,0,0,13,0.122641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.018867925
316,name.boyle.chris.sgtpuzzles,4.875518672,241,582,56,0.232365145,3,0.012448133,15,0.062240664,12,0.049792531,496,2.058091286,159,45,13,29,176,12,10,4,0,10,35,0,245,6,0.024896266,2,0.008298755,0,0,1,0.004149378,7,0.029045643,0,0,2,0.008298755,0,0,0,0,1,0.004149378,1,0.004149378,0,0,5,0.020746888,4,0.01659751,2,0.008298755,1,0.004149378,0,0,11,0.045643154,2,0.008298755,0,0,0,0,0,0,0,0,1,0.004149378,0,0,0,0
318,github.daneren2005.dsub,4.722943723,231,671,76,0.329004329,4,0.017316017,60,0.25974026,31,0.134199134,500,2.164502165,242,58,22,8,348,61,59,7,1,7,48,1,163,23,0.0995671,8,0.034632035,4,0.017316017,1,0.004329004,53,0.229437229,5,0.021645022,6,0.025974026,0,0,0,0,1,0.004329004,5,0.021645022,0,0,2,0.008658009,6,0.025974026,5,0.021645022,1,0.004329004,0,0,26,0.112554113,2,0.008658009,4,0.017316017,1,0.004329004,0,0,2,0.008658009,2,0.008658009,0,0,1,0.004329004
319,github.daneren2005.dsub,4.395683453,139,463,65,0.467625899,3,0.021582734,32,0.230215827,24,0.172661871,339,2.438848921,171,55,27,0,276,25,40,16,0,3,32,0,92,13,0.09352518,7,0.050359712,2,0.014388489,0,0,30,0.215827338,2,0.014388489,6,0.043165468,3,0.021582734,0,0,0,0,3,0.021582734,0,0,0,0,8,0.057553957,4,0.028776978,5,0.035971223,0,0,22,0.158273381,3,0.021582734,4,0.028776978,1,0.007194245,0,0,0,0,3,0.021582734,0,0,2,0.014388489
351,de.srlabs.snoopsnitch,2.886792453,53,117,7,0.132075472,2,0.037735849,15,0.283018868,5,0.094339623,88,1.660377358,27,7,11,1,62,1,5,0,0,0,29,0,40,5,0.094339623,1,0.018867925,3,0.056603774,0,0,15,0.283018868,0,0,3,0.056603774,0,0,0,0,0,0,7,0.132075472,0,0,0,0,2,0.037735849,1,0.018867925,1,0.018867925,0,0,4,0.075471698,0,0,0,0,0,0,0,0,0,0,2,0.037735849,0,0,1,0.018867925
364,com.colinmcdonough.android.torch,4.451476793,237,407,17,0.071729958,4,0.016877637,24,0.101265823,9,0.037974684,353,1.489451477,119,64,10,4,151,5,8,6,1,4,20,0,159,7,0.029535865,5,0.021097046,1,0.004219409,0,0,20,0.084388186,0,0,3,0.012658228,0,0,0,0,1,0.004219409,5,0.021097046,0,0,1,0.004219409,2,0.008438819,2,0.008438819,0,0,0,0,7,0.029535865,1,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004219409
373,vu.de.urpool.quickdroid,4.363636364,33,102,10,0.303030303,2,0.060606061,4,0.121212121,4,0.121212121,82,2.484848485,39,19,3,0,60,3,6,0,0,0,8,5,30,2,0.060606061,0,0,1,0.03030303,0,0,4,0.121212121,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03030303,0,0,1,0.03030303,1,0.03030303,0,0,0,0,4,0.121212121,0,0,3,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0
374,com.kaneoriley.cyanogenport.launcher3,4.594285714,175,353,26,0.148571429,8,0.045714286,20,0.114285714,30,0.171428571,269,1.537142857,72,82,11,1,165,6,13,3,3,3,25,0,128,5,0.028571429,7,0.04,1,0.005714286,0,0,19,0.108571429,0,0,1,0.005714286,1,0.005714286,0,0,0,0,6,0.034285714,0,0,0,0,11,0.062857143,12,0.068571429,0,0,0,0,28,0.16,3,0.017142857,1,0.005714286,0,0,0,0,0,0,3,0.017142857,0,0,0,0
378,de.szalkowski.activitylauncher,4.209302326,86,159,6,0.069767442,2,0.023255814,14,0.162790698,8,0.093023256,129,1.5,59,29,7,0,78,0,6,1,0,0,14,0,44,8,0.093023256,3,0.034883721,1,0.011627907,0,0,14,0.162790698,0,0,0,0,0,0,0,0,0,0,1,0.011627907,0,0,0,0,1,0.011627907,1,0.011627907,1,0.011627907,0,0,8,0.093023256,0,0,0,0,0,0,0,0,0,0,3,0.034883721,0,0,0,0
382,org.brandroid.openmanager,4.186915888,107,190,10,0.093457944,1,0.009345794,17,0.158878505,7,0.065420561,155,1.448598131,51,16,5,3,96,2,6,0,0,0,8,0,72,7,0.065420561,5,0.046728972,2,0.018691589,1,0.009345794,15,0.140186916,0,0,2,0.018691589,0,0,0,0,0,0,1,0.009345794,0,0,0,0,3,0.028037383,0,0,0,0,0,0,7,0.065420561,0,0,0,0,0,0,0,0,0,0,2,0.018691589,0,0,0,0
400,info.papdt.blackblub,4.540856031,257,419,26,0.101167315,2,0.007782101,25,0.097276265,14,0.054474708,352,1.369649805,135,54,5,9,167,8,2,0,0,2,22,1,152,8,0.031128405,3,0.011673152,0,0,1,0.003891051,22,0.085603113,0,0,0,0,0,0,0,0,0,0,4,0.015564202,0,0,2,0.007782101,4,0.015564202,3,0.011673152,2,0.007782101,0,0,13,0.050583658,1,0.003891051,1,0.003891051,0,0,0,0,0,0,1,0.003891051,0,0,0,0
409,com.nauj27.android.colorpicker,3.95,80,168,16,0.2,3,0.0375,13,0.1625,21,0.2625,115,1.4375,48,33,7,0,80,3,4,0,0,0,7,0,60,4,0.05,8,0.1,1,0.0125,0,0,8,0.1,0,0,0,0,0,0,0,0,0,0,1,0.0125,0,0,0,0,8,0.1,6,0.075,2,0.025,0,0,18,0.225,1,0.0125,1,0.0125,0,0,0,0,0,0,2,0.025,0,0,0,0
413,acr.browser.lightning,4.25,56,187,26,0.464285714,0,0,19,0.339285714,10,0.178571429,132,2.357142857,28,33,7,3,106,7,16,2,1,6,11,0,48,5,0.089285714,5,0.089285714,0,0,0,0,17,0.303571429,0,0,3,0.053571429,0,0,0,0,1,0.017857143,0,0,0,0,1,0.017857143,1,0.017857143,5,0.089285714,0,0,0,0,10,0.178571429,1,0.017857143,2,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0
414,acr.browser.lightning,3.967391304,92,249,21,0.22826087,2,0.02173913,40,0.434782609,12,0.130434783,174,1.891304348,52,39,9,7,157,12,16,1,1,13,20,0,53,12,0.130434783,4,0.043478261,4,0.043478261,2,0.02173913,35,0.380434783,0,0,5,0.054347826,0,0,0,0,8,0.086956522,1,0.010869565,0,0,2,0.02173913,3,0.032608696,5,0.054347826,0,0,0,0,12,0.130434783,1,0.010869565,1,0.010869565,0,0,0,0,0,0,2,0.02173913,0,0,0,0
415,acr.browser.lightning,3.20212766,94,323,26,0.276595745,8,0.085106383,37,0.393617021,20,0.212765957,232,2.468085106,66,72,9,8,194,8,51,0,0,0,16,0,79,12,0.127659574,3,0.031914894,2,0.021276596,0,0,32,0.340425532,1,0.010638298,7,0.074468085,0,0,0,0,0,0,2,0.021276596,0,0,2,0.021276596,1,0.010638298,8,0.085106383,1,0.010638298,0,0,20,0.212765957,1,0.010638298,6,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0
422,com.github.andlyticsproject,4.350746269,134,286,26,0.194029851,4,0.029850746,26,0.194029851,27,0.201492537,203,1.514925373,102,33,8,1,157,4,23,1,13,3,6,1,73,14,0.104477612,7,0.052238806,1,0.007462687,0,0,23,0.171641791,0,0,3,0.02238806,1,0.007462687,0,0,1,0.007462687,0,0,0,0,0,0,10,0.074626866,6,0.044776119,3,0.02238806,0,0,22,0.164179104,0,0,1,0.007462687,0,0,2,0.014925373,1,0.007462687,1,0.007462687,0,0,4,0.029850746
431,de.ub0r.android.callmeter,4.090322581,155,336,34,0.219354839,5,0.032258065,12,0.077419355,19,0.122580645,266,1.716129032,97,30,25,13,149,4,20,2,1,0,24,2,120,6,0.038709677,2,0.012903226,2,0.012903226,0,0,11,0.070967742,0,0,1,0.006451613,0,0,0,0,0,0,4,0.025806452,0,0,0,0,8,0.051612903,2,0.012903226,4,0.025806452,1,0.006451613,16,0.103225806,1,0.006451613,0,0,0,0,0,0,0,0,2,0.012903226,0,0,2,0.012903226
432,de.qspool.clementineremote,4.565217391,92,239,18,0.195652174,1,0.010869565,8,0.086956522,21,0.22826087,191,2.076086957,57,28,19,1,125,1,5,0,0,6,18,1,76,5,0.054347826,3,0.032608696,0,0,0,0,6,0.065217391,0,0,0,0,0,0,0,0,0,0,1,0.010869565,0,0,0,0,4,0.043478261,3,0.032608696,0,0,0,0,19,0.206521739,0,0,2,0.02173913,0,0,0,0,0,0,2,0.02173913,0,0,2,0.02173913
433,de.qspool.clementineremote,4.301724138,116,274,24,0.206896552,8,0.068965517,13,0.112068966,25,0.215517241,204,1.75862069,70,22,19,2,151,7,11,2,0,11,22,0,76,4,0.034482759,4,0.034482759,1,0.00862069,0,0,10,0.086206897,0,0,3,0.025862069,0,0,0,0,1,0.00862069,1,0.00862069,0,0,1,0.00862069,7,0.060344828,3,0.025862069,4,0.034482759,0,0,23,0.198275862,2,0.017241379,2,0.017241379,0,0,0,0,1,0.00862069,2,0.017241379,0,0,1,0.00862069
440,com.shahul3d.indiasatelliteweather,4.427850656,1982,2731,135,0.068113017,16,0.008072654,53,0.026740666,87,0.043895055,2440,1.231079717,871,234,141,2,698,63,119,8,0,11,16,10,1242,9,0.004540868,21,0.010595358,4,0.002018163,0,0,44,0.022199798,3,0.001513623,4,0.002018163,0,0,0,0,0,0,0,0,0,0,6,0.003027245,22,0.011099899,15,0.007568113,9,0.004540868,0,0,79,0.039858729,10,0.005045409,8,0.004036327,1,0.000504541,0,0,1,0.000504541,2,0.001009082,0,0,3,0.001513623
448,org.yuttadhammo.BodhiTimer,4.35,80,198,15,0.1875,4,0.05,11,0.1375,9,0.1125,159,1.9875,32,14,6,6,82,7,4,0,1,0,2,1,90,2,0.025,1,0.0125,0,0,1,0.0125,11,0.1375,3,0.0375,2,0.025,0,0,0,0,0,0,1,0.0125,1,0.0125,0,0,2,0.025,1,0.0125,0,0,0,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0125
454,com.ghstudios.android.mhgendatabase,4.670391061,179,363,29,0.162011173,12,0.067039106,11,0.061452514,42,0.234636872,269,1.502793296,118,40,50,3,167,6,22,1,0,3,3,1,110,5,0.027932961,3,0.016759777,2,0.011173184,0,0,10,0.055865922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.094972067,8,0.044692737,15,0.083798883,0,0,39,0.217877095,2,0.011173184,5,0.027932961,0,0,0,0,1,0.005586592,0,0,0,0,0,0
455,goo.TeaTimer,3.828571429,35,104,13,0.371428571,1,0.028571429,3,0.085714286,7,0.2,80,2.285714286,20,13,4,1,52,5,6,0,0,1,5,0,37,0,0,0,0,0,0,0,0,1,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.057142857,3,0.085714286,1,0.028571429,1,0.028571429,0,0,4,0.114285714,1,0.028571429,0,0,0,0,0,0,1,0.028571429,0,0,0,0,1,0.028571429
469,net.kervala.comicsreader,2.92,50,104,9,0.18,2,0.04,19,0.38,6,0.12,68,1.36,27,17,3,3,57,5,3,0,0,4,0,0,29,7,0.14,4,0.08,1,0.02,0,0,15,0.3,0,0,1,0.02,0,0,0,0,1,0.02,0,0,0,0,2,0.04,1,0.02,2,0.04,0,0,0,0,6,0.12,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,net.kervala.comicsreader,3.49122807,57,116,4,0.070175439,4,0.070175439,18,0.315789474,6,0.105263158,84,1.473684211,38,28,1,1,67,2,8,1,0,0,1,0,25,3,0.052631579,3,0.052631579,0,0,1,0.01754386,15,0.263157895,0,0,1,0.01754386,0,0,0,0,0,0,0,0,0,0,3,0.052631579,2,0.035087719,2,0.035087719,0,0,0,0,6,0.105263158,0,0,1,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0
476,org.yaxim.androidclient,4.119047619,42,81,2,0.047619048,2,0.047619048,6,0.142857143,4,0.095238095,67,1.595238095,18,10,3,0,43,0,2,1,3,0,2,1,24,2,0.047619048,0,0,1,0.023809524,0,0,3,0.071428571,0,0,0,0,0,0,1,0.023809524,0,0,1,0.023809524,0,0,1,0.023809524,2,0.047619048,1,0.023809524,0,0,0,0,4,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,com.gelakinetic.mtgfam,4.771428571,70,153,20,0.285714286,0,0,3,0.042857143,14,0.2,116,1.657142857,60,21,9,8,76,4,4,0,0,0,1,1,33,1,0.014285714,1,0.014285714,0,0,1,0.014285714,2,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1,1,0.014285714,1,0.014285714,0,0,12,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,com.gelakinetic.mtgfam,4.794117647,68,142,10,0.147058824,5,0.073529412,3,0.044117647,12,0.176470588,112,1.647058824,52,9,4,4,69,4,6,0,0,2,6,0,43,0,0,1,0.014705882,0,0,0,0,3,0.044117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.102941176,1,0.014705882,0,0,0,0,12,0.176470588,0,0,2,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
481,com.gelakinetic.mtgfam,4.701298701,77,170,18,0.233766234,1,0.012987013,16,0.207792208,14,0.181818182,121,1.571428571,78,20,8,1,102,2,11,0,0,1,3,0,33,11,0.142857143,4,0.051948052,1,0.012987013,0,0,14,0.181818182,0,0,4,0.051948052,0,0,0,0,0,0,1,0.012987013,0,0,0,0,5,0.064935065,2,0.025974026,1,0.012987013,0,0,12,0.155844156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012987013
485,nitezh.ministock,3.533333333,30,89,14,0.466666667,1,0.033333333,10,0.333333333,5,0.166666667,59,1.966666667,21,20,3,1,50,1,20,0,0,0,6,0,22,3,0.1,0,0,0,0,0,0,9,0.3,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.066666667,3,0.1,0,0,0,0,5,0.166666667,0,0,2,0.066666667,0,0,0,0,0,0,1,0.033333333,0,0,0,0
496,org.qii.weiciyuan,4.089285714,56,63,0,0,0,0,4,0.071428571,1,0.017857143,58,1.035714286,10,1,1,0,8,1,1,0,1,0,1,0,45,3,0.053571429,0,0,1,0.017857143,0,0,3,0.053571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017857143,0,0,1,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0
501,eu.faircode.netguard,3.564102564,39,130,9,0.230769231,4,0.102564103,16,0.41025641,7,0.179487179,94,2.41025641,34,10,5,5,63,1,2,1,1,2,8,1,48,4,0.102564103,3,0.076923077,1,0.025641026,1,0.025641026,15,0.384615385,0,0,0,0,1,0.025641026,0,0,1,0.025641026,1,0.025641026,0,0,1,0.025641026,2,0.051282051,1,0.025641026,0,0,1,0.025641026,6,0.153846154,1,0.025641026,0,0,0,0,0,0,0,0,2,0.051282051,1,0.025641026,0,0
507,jackpal.androidterm,4.075,40,70,6,0.15,1,0.025,9,0.225,5,0.125,49,1.225,11,7,3,0,36,2,1,0,0,2,4,0,25,1,0.025,2,0.05,0,0,0,0,9,0.225,0,0,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,1,0.025,1,0.025,0,0,0,0,5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,com.farmerbb.taskbar,4.243902439,123,274,29,0.235772358,2,0.016260163,15,0.12195122,20,0.162601626,208,1.691056911,90,67,11,4,157,5,8,0,0,2,20,1,66,5,0.040650407,4,0.032520325,2,0.016260163,1,0.008130081,14,0.113821138,0,0,0,0,0,0,0,0,0,0,3,0.024390244,0,0,0,0,11,0.089430894,14,0.113821138,1,0.008130081,0,0,19,0.154471545,0,0,0,0,0,0,0,0,0,0,1,0.008130081,0,0,0,0
528,com.aselalee.trainschedule,3.191176471,68,113,2,0.029411765,0,0,26,0.382352941,1,0.014705882,84,1.235294118,25,9,1,0,48,5,2,0,0,0,0,0,48,9,0.132352941,4,0.058823529,0,0,0,0,25,0.367647059,2,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,com.ds.avare,4.501440922,347,855,89,0.25648415,11,0.031700288,40,0.115273775,33,0.095100865,682,1.965417867,302,77,61,91,385,50,31,4,2,11,65,1,226,21,0.060518732,5,0.014409222,2,0.005763689,7,0.020172911,28,0.080691643,2,0.005763689,2,0.005763689,0,0,0,0,0,0,2,0.005763689,0,0,4,0.011527378,8,0.023054755,5,0.014409222,4,0.011527378,1,0.002881844,30,0.086455331,2,0.005763689,0,0,0,0,0,0,1,0.002881844,3,0.008645533,0,0,1,0.002881844
533,giraffine.dimmer,4.428571429,154,291,15,0.097402597,2,0.012987013,15,0.097402597,8,0.051948052,251,1.62987013,99,36,9,1,129,4,4,1,1,3,15,0,104,8,0.051948052,3,0.019480519,0,0,0,0,12,0.077922078,1,0.006493506,0,0,0,0,0,0,0,0,3,0.019480519,0,0,1,0.006493506,2,0.012987013,2,0.012987013,0,0,0,0,8,0.051948052,0,0,0,0,0,0,0,0,0,0,2,0.012987013,0,0,0,0
534,giraffine.dimmer,4.171875,128,237,11,0.0859375,0,0,19,0.1484375,5,0.0390625,202,1.578125,79,35,6,1,112,3,8,3,0,2,14,0,69,9,0.0703125,3,0.0234375,2,0.015625,0,0,17,0.1328125,0,0,1,0.0078125,1,0.0078125,0,0,1,0.0078125,2,0.015625,0,0,1,0.0078125,0,0,3,0.0234375,0,0,0,0,5,0.0390625,0,0,0,0,0,0,0,0,0,0,1,0.0078125,0,0,0,0
536,dk.andsen.asqlitemanager,4.34,200,387,20,0.1,1,0.005,31,0.155,22,0.11,313,1.565,100,58,5,10,207,13,13,1,0,1,23,0,124,9,0.045,7,0.035,1,0.005,0,0,28,0.14,0,0,0,0,0,0,0,0,0,0,2,0.01,0,0,3,0.015,4,0.02,8,0.04,0,0,2,0.01,20,0.1,4,0.02,0,0,0,0,0,0,0,0,2,0.01,0,0,1,0.005
